track,artist,album,genres
If You’re Going to Break Yourself,Unknown Mortal Orchestra,Sex & Food,()
Not in Love We’re Just High,Unknown Mortal Orchestra,Sex & Food,"('C',)"
How Many Zeros,Unknown Mortal Orchestra,Sex & Food,()
This Doomsday,Unknown Mortal Orchestra,Sex & Food,()
Everyone Acts Crazy Nowadays,Unknown Mortal Orchestra,Sex & Food,"('love at first listen', 'Fave Indie Pop')"
The Internet of Love (That Way),Unknown Mortal Orchestra,Sex & Food,"('music to get the pussy wet',)"
American Guilt,Unknown Mortal Orchestra,Sex & Food,"('Lo-Fi', 'kick your ass')"
Chronos Feasts On His Children,Unknown Mortal Orchestra,Sex & Food,"('umo',)"
Hunnybee,Unknown Mortal Orchestra,Sex & Food,"('Disco', 'indie')"
Ministry of Alienation,Unknown Mortal Orchestra,Sex & Food,()
Major League Chemicals,Unknown Mortal Orchestra,Sex & Food,()
Night Time,The xx,xx,"('indie', 'alternative')"
Stars,The xx,xx,"('indie', 'alternative')"
Night Time,The xx,xx,"('indie', 'alternative')"
Infinity,The xx,xx,"('indie', 'alternative')"
Basic Space,The xx,xx,"('indie', 'alternative')"
Shelter,The xx,xx,"('indie', 'alternative')"
Fantasy,The xx,xx,"('indie', 'alternative')"
Heart Skipped a Beat,The xx,xx,"('indie', 'alternative')"
Islands,The xx,xx,"('indie', 'alternative')"
Crystalised,The xx,xx,"('indie', 'alternative')"
VCR,The xx,xx,"('indie', 'alternative')"
Intro,The xx,xx,"('indie', 'alternative')"
Subjected to a Beating,Dying Fetus,Reign Supreme,"('death metal', 'Brutal Death Metal')"
Work This Time,King Gizzard & The Lizard Wizard,Oddments,"('psychedelic pop', 'Psychedelic Rock')"
Venusian 2,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,()
Perihelion,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,"('Trash-Metal',)"
Venusian 1,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,()
Superbug,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,"('doom metal', 'stoner metal')"
Organ Farmer,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,"('thrash metal',)"
Mars For The Rich,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,"('speed metal', 'thrash metal')"
Planet B,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,"('metal', 'thrash metal')"
Kanerva,Lasten Hautausmaa,III,()
Dogwalk,Pity Sex,Dark World,"('Lo-Fi', 'indie')"
Help Me Lose My Mind (feat. London Grammar),Disclosure,Settle,"('electronic', 'deep house')"
Love Will Tear Us Apart,Joy Division,The Best Of,"('post-punk', 'new wave')"
Mysterons,Portishead,Dummy,"('trip-hop', 'electronic')"
Oh No 2,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('rock', 'psychedelic')"
We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('indie', 'psychedelic')"
Oh Yeah,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('psychedelic', 'Psychedelic Rock')"
Shuggie,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('psychedelic', 'indie')"
Bowling Trophies,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('indie', 'indie rock')"
San Francisco,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('rock', 'indie')"
Shuggie,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('psychedelic', 'indie')"
On Blue Mountain,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('psychedelic', 'Psychedelic Rock')"
No Destruction,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('psychedelic', 'rock')"
In The Darkness,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,"('indie', 'rock')"
Puzzles,Unknown Mortal Orchestra,Multi-Love,"('Fave Indie Pop', 'Go drunk eosin cabs')"
Necessary Evil,Unknown Mortal Orchestra,Multi-Love,"('indie', 'rock')"
Stage or Screen,Unknown Mortal Orchestra,Multi-Love,()
The World Is Crowded,Unknown Mortal Orchestra,Multi-Love,"('indie', 'indie rock')"
Extreme Wealth and Casual Cruelty,Unknown Mortal Orchestra,Multi-Love,"('Lo-Fi', 'psychedelic')"
Can’t Keep Checking My Phone,Unknown Mortal Orchestra,Multi-Love,"('indie pop', 'C')"
Ur Life One Night,Unknown Mortal Orchestra,Multi-Love,"('Psychedelic Rock', 'Fave Indie Pop')"
Like Acid Rain,Unknown Mortal Orchestra,Multi-Love,"('Lo-Fi', 'Psychedelic Rock')"
Multi-Love,Unknown Mortal Orchestra,Multi-Love,"('indie', 'electronic')"
Another One Bites the Dust,Queen,The Game,"('classic rock', 'rock')"
Dragon Attack,Queen,The Game,"('rock', 'classic rock')"
Play the Game,Queen,The Game,"('rock', 'classic rock')"
Don't Stop Me Now,Queen,Jazz,"('classic rock', 'rock')"
Gouge Away,Pixies,Doolittle,"('alternative', 'alternative rock')"
Silver,Pixies,Doolittle,"('alternative rock', 'alternative')"
Hey,Pixies,Doolittle,"('alternative', 'alternative rock')"
There Goes My Gun,Pixies,Doolittle,"('alternative', 'rock')"
No. 13 Baby,Pixies,Doolittle,"('alternative rock', 'alternative')"
La La Love You,Pixies,Doolittle,"('alternative', 'alternative rock')"
Crackity Jones,Pixies,Doolittle,"('rock', 'alternative')"
Mr. Grieves,Pixies,Doolittle,"('rock', 'alternative rock')"
Monkey Gone to Heaven,Pixies,Doolittle,"('alternative', 'rock')"
Dead,Pixies,Doolittle,"('rock', 'alternative rock')"
Here Comes Your Man,Pixies,Doolittle,"('alternative', 'rock')"
I Bleed,Pixies,Doolittle,"('indie', 'alternative')"
Wave of Mutilation,Pixies,Doolittle,"('alternative', 'rock')"
Tame,Pixies,Doolittle,"('rock', 'alternative rock')"
Debaser,Pixies,Doolittle,"('alternative', 'alternative rock')"
Something in the Way,Nirvana,Nevermind,"('Grunge', 'rock')"
On a Plain,Nirvana,Nevermind,"('Grunge', 'rock')"
Stay Away,Nirvana,Nevermind,"('Grunge', 'rock')"
Lounge Act,Nirvana,Nevermind,"('Grunge', 'rock')"
Drain You,Nirvana,Nevermind,"('Grunge', 'rock')"
Territorial Pissings,Nirvana,Nevermind,"('Grunge', 'rock')"
Polly,Nirvana,Nevermind,"('Grunge', 'rock')"
Lithium,Nirvana,Nevermind,"('Grunge', 'rock')"
Come as You Are,Nirvana,Nevermind,"('Grunge', 'rock')"
In Bloom,Nirvana,Nevermind,"('Grunge', 'rock')"
Smells Like Teen Spirit,Nirvana,Nevermind,"('Grunge', 'rock')"
1979,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
The Perfect Drug,Nine Inch Nails,Lost Highway,"('industrial', 'industrial rock')"
Rosenrot,Rammstein,Rosenrot,"('industrial metal', 'metal')"
I Wish You Wouldn't Say That,Talking Heads,Talking Heads: 77,"('rock', 'alternative')"
Love → Building on Fire,Talking Heads,Talking Heads: 77,"('rock', '80s')"
Pulled Up,Talking Heads,Talking Heads: 77,"('new wave', 'post-punk')"
Psycho Killer,Talking Heads,Talking Heads: 77,"('new wave', '80s')"
First Week/Last Week...Carefree,Talking Heads,Talking Heads: 77,"('new wave', 'talking heads')"
Don't Worry About the Government,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
The Book I Read,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
No Compassion,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
Who Is It?,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
Happy Day,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
Tentative Decisions,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
New Feeling,Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
"Uh-Oh, Love Comes to Town",Talking Heads,Talking Heads: 77,"('new wave', 'rock')"
Moonchild,King Crimson,In the Court of the Crimson King,"('Progressive rock', 'experimental')"
Epitaph,King Crimson,In the Court of the Crimson King,"('Progressive rock', 'classic rock')"
I Talk to the Wind,King Crimson,In the Court of the Crimson King,"('Progressive rock', 'classic rock')"
21st Century Schizoid Man,King Crimson,In the Court of the Crimson King,"('Progressive rock', 'psychedelic')"
Whirring,The Joy Formidable,The Big Roar,"('indie rock', 'indie')"
World,New Order,Republic,"('new wave', 'electronic')"
Regret,New Order,Republic,"('new wave', '80s')"
Angel Dust,New Order,Brotherhood,"('synthpop', 'new wave')"
All Day Long,New Order,Brotherhood,"('new wave', 'synthpop')"
Bizarre Love Triangle,New Order,Brotherhood,"('80s', 'new wave')"
Way of Life,New Order,Brotherhood,"('new wave', '80s')"
Broken Promise,New Order,Brotherhood,"('new wave', '80s')"
As It Is When It Was,New Order,Brotherhood,"('post-punk', 'alternative')"
Weirdo,New Order,Brotherhood,"('80s', 'post-punk')"
Paradise,New Order,Brotherhood,"('new wave', 'electronic')"
Leave Me Alone,New Order,"Power, Corruption & Lies","('new wave', 'post-punk')"
Ecstasy,New Order,"Power, Corruption & Lies","('new wave', 'electronic')"
Ultraviolence,New Order,"Power, Corruption & Lies","('new wave', '80s')"
Your Silent Face,New Order,"Power, Corruption & Lies","('new wave', '80s')"
5 8 6,New Order,"Power, Corruption & Lies","('80s', 'electronic')"
The Village,New Order,"Power, Corruption & Lies","('new wave', '80s')"
We All Stand,New Order,"Power, Corruption & Lies","('new wave', '80s')"
Age of Consent,New Order,"Power, Corruption & Lies","('new wave', '80s')"
Blue Monday,New Order,Substance 1987,"('80s', 'new wave')"
The Eternal,Joy Division,Closer,"('post-punk', 'new wave')"
Twenty Four Hours,Joy Division,Closer,"('post-punk', 'new wave')"
Heart and Soul,Joy Division,Closer,"('post-punk', 'new wave')"
A Means to an End,Joy Division,Closer,"('post-punk', 'new wave')"
Colony,Joy Division,Closer,"('post-punk', 'new wave')"
Passover,Joy Division,Closer,"('post-punk', 'new wave')"
Isolation,Joy Division,Closer,"('post-punk', 'new wave')"
Love Will Tear Us Apart,Joy Division,The Best Of,"('post-punk', 'new wave')"
Four Horsemen,Chelsea Grin,Self Inflicted,"('metalcore', 'grindcore')"
She Moves in Her Own Way,The Kooks,Inside In Inside Out,"('indie', 'indie rock')"
Naïve,The Kooks,Inside In Inside Out,"('indie', 'indie rock')"
Out of the Black,Royal Blood,Royal Blood,"('alternative rock', 'Garage Rock')"
My Girls,Animal Collective,Merriweather Post Pavilion,"('experimental', 'indie')"
Money Folder,Madvillain,Madvillainy,"('Hip-Hop', 'hip hop')"
Ain't it Funny,Danny Brown,Atrocity Exhibition,"('Hip-Hop', 'holy shit')"
Black and Brown,Black Milk,Black and brown,()
Human Performance,Parquet Courts,Human Performance,"('indie rock', 'post-punk')"
Blade: The Art of Ox,Cannibal Ox,Blade of the Ronin,"('post rap',)"
"Bosses Hang, Pt. I",Godspeed You! Black Emperor,Luciferian Towers,"('instrumental', 'post-rock')"
Biscuit Town,King Krule,The OOZ,"('trip hop', 'nu jazz')"
King of Carrot Flowers Pt. 1,Neutral Milk Hotel,In the Aeroplane Over the Sea,"('folk', 'acoustic')"
King of Carrot Flowers Pt. 1,Neutral Milk Hotel,In the Aeroplane Over the Sea,"('folk', 'acoustic')"
Gargoyle,the i.l.y's,Bodyguard,"('somafm', 'Bagel')"
Gargoyle,the i.l.y's,Bodyguard,"('somafm', 'Bagel')"
Epoch,Tycho,Epoch,"('electronic',)"
Rainbows,Madvillain,Madvillainy,"('Hip-Hop', 'underground hip-hop')"
Tenderly,Disclosure,Settle,"('electronic', 'british')"
Tenderly,Disclosure,Settle,"('electronic', 'british')"
Hourglass,Disclosure,Caracal,()
To the Blade,Everything Everything,Get to Heaven,"('math rock', 'indietronica')"
bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","('pop', 'alternative')"
Slow Hands,Interpol,Antics,"('indie rock', 'indie')"
Take You on a Cruise,Interpol,Antics,"('indie', 'indie rock')"
NARC,Interpol,Antics,"('indie', 'indie rock')"
Evil,Interpol,Antics,"('indie', 'indie rock')"
Next Exit,Interpol,Antics,"('indie', 'indie rock')"
Knee Socks,Arctic Monkeys,AM,"('indie rock', 'rock')"
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,"('indie', 'indie rock')"
Snap Out of It,Arctic Monkeys,AM,"('indie rock', 'alternative')"
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,"('indie', 'indie rock')"
Fireside,Arctic Monkeys,AM,"('indie rock', 'british')"
One for the Road,Arctic Monkeys,AM,"('indie rock', 'british')"
Arabella,Arctic Monkeys,AM,"('indie rock', 'rock')"
One for the Road,Arctic Monkeys,AM,"('indie rock', 'british')"
R U Mine?,Arctic Monkeys,AM,"('indie rock', 'indie')"
Do I Wanna Know?,Arctic Monkeys,AM,"('indie rock', 'indie')"
Lovesong,The Cure,Disintegration,"('80s', 'new wave')"
The Internet of Love (That Way),Unknown Mortal Orchestra,Sex & Food,"('music to get the pussy wet',)"
American Guilt,Unknown Mortal Orchestra,Sex & Food,"('Lo-Fi', 'kick your ass')"
Chronos Feasts On His Children,Unknown Mortal Orchestra,Sex & Food,"('umo',)"
Hunnybee,Unknown Mortal Orchestra,Sex & Food,"('Disco', 'indie')"
Hunnybee,Unknown Mortal Orchestra,Sex & Food,"('Disco', 'indie')"
Ministry of Alienation,Unknown Mortal Orchestra,Sex & Food,()
Major League Chemicals,Unknown Mortal Orchestra,Sex & Food,()
A God Called Hubris,Unknown Mortal Orchestra,Sex & Food,()
Triad,Tool,Lateralus,"('Progressive metal', 'instrumental')"
Reflection,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Disposition,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Lateralus,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Parabola,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Parabol,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Schism,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
The Patient,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
The Grudge,Tool,Lateralus,"('Progressive metal', 'Progressive rock')"
Right in Two,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Rosetta Stoned,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Rosetta Stoned,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
The Pot,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Jambi,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Vicarious,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Just What I Needed,The Cars,The Cars,"('new wave', '80s')"
Paint It Black,The Rolling Stones,Aftermath,"('classic rock', 'rock')"
The Last Remaining Light,Audioslave,Audioslave,"('rock', 'alternative rock')"
Black Hole Sun,Soundgarden,Superunknown,"('Grunge', 'rock')"
Judith,A Perfect Circle,Mer de noms,"('alternative rock', 'Progressive rock')"
Black Hole Sun,Soundgarden,Superunknown,"('Grunge', 'rock')"
Forty Six & 2,Tool,Ænima,"('Progressive metal', 'Progressive rock')"
Killing in the Name,Rage Against the Machine,Rage Against the Machine,"('rock', 'alternative rock')"
Love Will Tear Us Apart,Joy Division,The Best Of,"('post-punk', 'new wave')"
Rosenrot,Rammstein,Rosenrot,"('industrial metal', 'metal')"
In Cold Blood,alt-J,RELAXER,"('british', 'indie')"
In Cold Blood,alt-J,RELAXER,"('british', 'indie')"
I Dare You,The xx,I See You,"('dream pop', 'dreamwave')"
On Hold,The xx,I See You,"('electronic', 'indie')"
A Violent Noise,The xx,I See You,"('indie', 'ambient pop')"
Figure It Out,Royal Blood,Royal Blood,"('rock', 'hard rock')"
Ceremony,New Order,Substance 1987,"('new wave', '80s')"
Age of Consent,New Order,"Power, Corruption & Lies","('new wave', '80s')"
Rosebud,U.S. Girls,In A Poem Unlimited,"('experimental', 'synthpop')"
Seasons Run,The xx,I See You,()
Islands,The xx,xx,"('indie', 'alternative')"
Crystalised,The xx,xx,"('indie', 'alternative')"
Sunshine of Your Love,Cream,Disraeli Gears,"('classic rock', 'rock')"
Fell in Love With a Girl,The White Stripes,White Blood Cells,"('rock', 'alternative')"
Flickering,Lapalux,Flickering,"('5 Stars', 'glitch hop')"
One Of These Mornings,Moby,18,"('electronic', 'chillout')"
Hold Me Down,Mansionair,Pick Me Up,"('digitalis', 'chillwave')"
All the Rage Back Home,Interpol,El Pintor,"('indie rock', 'indie')"
Aneurysm,Nirvana,Incesticide,"('Grunge', 'rock')"
For The Girl,The Fratellis,Costello Music,"('indie', 'indie rock')"
Drunk Drivers/Killer Whales,Car Seat Headrest,Teens Of Denial,"('alternative', 'indie rock')"
Rest My Chemistry,Interpol,Our Love To Admire,"('indie rock', 'indie')"
Drunk Drivers/Killer Whales,Car Seat Headrest,Teens Of Denial,"('alternative', 'indie rock')"
Rest My Chemistry,Interpol,Our Love to Admire,"('indie rock', 'indie')"
The Hunter,Mastodon,The Hunter,"('Progressive metal', 'great solo')"
The Hunter,Mastodon,The Hunter,"('Progressive metal', 'great solo')"
Lie of Survival,Pallbearer,Heartless,"('doom metal', 'hard rock')"
Safe From Harm,Massive Attack,Blue Lines,"('trip-hop', 'electronic')"
The Falling Veil,Elder,Reflections of a Floating World,"('stoner metal', 'Progressive rock')"
Baby,Warpaint,The Fool,"('Dreamy', 'indie')"
Take This Life,In Flames,Come Clarity,"('Melodic Death Metal', 'metal')"
Eye,Madvillain,Madvillainy,"('soul', 'hip hop')"
Blank Space,I Prevail,Blank Space,"('cover', 'post-hardcore')"
Blank Space,I Prevail,Blank Space,"('cover', 'post-hardcore')"
Wash My Hands Shorty,the i.l.y's,Bodyguard,"('personal favourites', 'somafm')"
Wash My Hands Shorty,the i.l.y's,Bodyguard,"('personal favourites', 'somafm')"
KAANCEPTS 2,K.A.A.N.,1/12/199?,()
KAANCEPTS 2,K.A.A.N.,1/12/199?,()
Jesus Christ,Brand New,The Devil and God Are Raging Inside Me,"('alternative', 'emo')"
Jesus Christ,Brand New,The Devil and God Are Raging Inside Me,"('alternative', 'emo')"
Into The Fire,Clams Casino,32 Levels,"('pop',)"
my boy,Billie Eilish,don't smile at me,"('pop', 'indie')"
Can't Get It Out,Brand New,Science Fiction,"('rock', 'alternative rock')"
Stars,The xx,xx,"('indie', 'alternative')"
Night Time,The xx,xx,"('indie', 'alternative')"
Infinity,The xx,xx,"('indie', 'alternative')"
Basic Space,The xx,xx,"('indie', 'alternative')"
Shelter,The xx,xx,"('indie', 'alternative')"
Fantasy,The xx,xx,"('indie', 'alternative')"
Heart Skipped a Beat,The xx,xx,"('indie', 'alternative')"
Islands,The xx,xx,"('indie', 'alternative')"
Crystalised,The xx,xx,"('indie', 'alternative')"
VCR,The xx,xx,"('indie', 'alternative')"
Intro,The xx,xx,"('indie', 'alternative')"
No One Knows,Queens of the Stone Age,Songs for the Deaf,"('rock', 'Stoner Rock')"
Islands,The xx,xx,"('indie', 'alternative')"
Islands,The xx,xx,"('indie', 'alternative')"
My Pain,Slipknot,We Are Not Your Kind,()
Solway Firth,Slipknot,We Are Not Your Kind,"('Nu Metal', 'best of 2019')"
WAS ICH LIEBE,Rammstein,RAMMSTEIN,"('industrial metal', 'industrial')"
Rosenrot,Rammstein,Rosenrot,"('industrial metal', 'metal')"
99 Luftballons,Nena,Nena,"('80s', 'german')"
Bizarre Love Triangle,New Order,Brotherhood,"('80s', 'new wave')"
Old Yellow Bricks,Arctic Monkeys,Favourite Worst Nightmare,"('indie rock', 'indie')"
Sour Times,Portishead,Dummy,"('trip-hop', 'chillout')"
Sour Times,Portishead,Dummy,"('trip-hop', 'chillout')"
Kids With Guns,Gorillaz,Demon Days,"('alternative', 'electronic')"
It Runs Through Me,Tom Misch,It Runs Through Me,"('indie', 'soul')"
Disorder,Joy Division,Unknown Pleasures,"('post-punk', 'new wave')"
Love Will Tear Us Apart,Joy Division,The Best Of,"('post-punk', 'new wave')"
Isolation,Joy Division,Closer,"('post-punk', 'new wave')"
The Him,New Order,Movement,"('post-punk', 'new wave')"
ICB,New Order,Movement,"('post-punk', '80s')"
Chosen Time,New Order,Movement,"('new wave', 'post-punk')"
Senses,New Order,Movement,"('post-punk', 'new wave')"
Truth,New Order,Movement,"('new wave', 'post-punk')"
Dreams Never End,New Order,Movement,"('new wave', 'post-punk')"
Ceremony,New Order,Substance 1987,"('new wave', '80s')"
True Faith,New Order,Substance 1987,"('80s', 'new wave')"
The Overload,Talking Heads,Remain in Light,"('new wave', '80s')"
Listening Wind,Talking Heads,Remain in Light,"('new wave', '80s')"
Seen and Not Seen,Talking Heads,Remain in Light,"('new wave', '80s')"
Houses in Motion,Talking Heads,Remain in Light,"('new wave', 'rock')"
Once in a Lifetime,Talking Heads,Remain in Light,"('80s', 'new wave')"
The Great Curve,Talking Heads,Remain in Light,"('new wave', 'rock')"
Crosseyed and Painless,Talking Heads,Remain in Light,"('new wave', '80s')"
Born Under Punches (The Heat Goes On),Talking Heads,Remain in Light,"('new wave', '80s')"
Paint It Black,The Rolling Stones,Aftermath,"('classic rock', 'rock')"
Wonderful Tonight,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),"('classic rock', 'blues')"
Strange Brew,Cream,Disraeli Gears,"('classic rock', 'blues rock')"
Them Bones,Alice in Chains,Dirt,"('Grunge', 'rock')"
Vicarious,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Last,Nine Inch Nails,Broken,"('industrial', 'industrial rock')"
Sunny Afternoon,The Kinks,Face to Face,"('60s', 'classic rock')"
D'yer Mak'er,Led Zeppelin,Houses of the Holy,"('classic rock', 'rock')"
Spoonman,Soundgarden,Superunknown,"('Grunge', 'rock')"
Change (In the House of Flies),Deftones,White Pony,"('metal', 'rock')"
Hangin' Tree,Queens of the Stone Age,Songs for the Deaf,"('Stoner Rock', 'rock')"
Judith,A Perfect Circle,Mer de noms,"('alternative rock', 'Progressive rock')"
Hang Fire,The Rolling Stones,Tattoo You,"('rock', 'classic rock')"
Tales of Brave Ulysses,Cream,Disraeli Gears,"('classic rock', 'Psychedelic Rock')"
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,"('classic rock', 'rock')"
Debris,Faces,A Nod Is As Good As A Wink To A Blind Horse,"('classic rock', 'rock')"
The Pot,Tool,"10,000 Days","('Progressive metal', 'Progressive rock')"
Carry on Wayward Son,Kansas,Leftoverture,"('classic rock', 'Progressive rock')"
We're in This Together,Nine Inch Nails,The Fragile,"('industrial', 'industrial rock')"
Say Hello 2 Heaven - 25th Anniversary Mix,Temple of the Dog,Temple Of The Dog (Deluxe Edition),()
Sharp Dressed Man,ZZ Top,Eliminator,"('rock', 'classic rock')"
Stairway to Heaven,Led Zeppelin,Led Zeppelin IV,"('classic rock', 'rock')"
The Doomed,A Perfect Circle,Eat the Elephant,"('alternative rock', 'alternative metal')"
Street Fighting Man,The Rolling Stones,Beggars Banquet,"('rock', 'classic rock')"
Bulls on Parade,Rage Against the Machine,Evil Empire,"('rock', 'alternative rock')"
Length of Love,Interpol,Antics,"('indie rock', 'indie')"
C'mere,Interpol,Antics,"('indie', 'indie rock')"
Public Pervert,Interpol,Antics,"('indie rock', 'indie')"
Not Even Jail,Interpol,Antics,"('indie rock', 'indie')"
Slow Hands,Interpol,Antics,"('indie rock', 'indie')"
Take You on a Cruise,Interpol,Antics,"('indie', 'indie rock')"
NARC,Interpol,Antics,"('indie', 'indie rock')"
Evil,Interpol,Antics,"('indie', 'indie rock')"
Pink Moon,Tash Sultana,Flow State,"('Mellow Rock',)"
Salvation,Tash Sultana,Flow State,"('australian', '2018 single')"
Cigarettes,Tash Sultana,Flow State,()
HARVEST LOVE,Tash Sultana,Flow State,()
BIG SMOKE,Tash Sultana,Flow State,()
Comfortably Numb,Pink Floyd,The Wall,"('Progressive rock', 'classic rock')"
Lazy Eye,Silversun Pickups,Carnavas,"('indie rock', 'indie')"
Feel It Still,Portugal. The Man,Woodstock,"('indie', 'psychedelic pop')"
Blue Monday,New Order,Substance 1987,"('80s', 'new wave')"
Heat Wave,Snail Mail,Lush,"('indie rock', 'rock')"
I Sat by the Ocean,Queens of the Stone Age,...Like Clockwork,"('Stoner Rock', 'alternative rock')"
I Sat by the Ocean,Queens of the Stone Age,...Like Clockwork,"('Stoner Rock', 'alternative rock')"
Fazers,King Geedorah,Take Me to Your Leader,"('Hip-Hop', 'underground hip-hop')"
Mr. Brightside,The Killers,Hot Fuss,"('rock', 'indie')"
Master of Puppets,Metallica,Master of Puppets,"('thrash metal', 'metal')"
Holding On (feat. Gregory Porter),Disclosure,Caracal,"('House', 'UK Garage')"
Holding On (feat. Gregory Porter),Disclosure,Caracal,"('House', 'UK Garage')"
Destroyed By Hippie Powers,Car Seat Headrest,Teens Of Denial,"('indie', 'alternative')"
The Motherload,Mastodon,Once More 'Round the Sun,"('metal', 'Progressive metal')"
In for a World of Hurt,Street Sects,The Kicking Mule,"('industrial', 'industrial rock')"
Money Folder,Madvillain,Madvillainy,"('Hip-Hop', 'hip hop')"
Fancy Clown,Madvillain,Madvillainy,"('hip hop', 'rap')"
ELEMENT.,Kendrick Lamar,DAMN.,"('Hip-Hop', 'Conscious Hip Hop')"
The Day Is My Enemy,The Prodigy,The Day Is My Enemy,"('electronic', 'alternative')"
See You Again,"Tyler, The Creator",Flower Boy,"('hip hop', 'rap')"
The Day Is My Enemy,The Prodigy,The Day Is My Enemy,"('electronic', 'alternative')"
'Cause I'm a Man,Tame Impala,Currents,"('psychedelic pop', 'Psychedelic Rock')"
You Might Think He Loves You for Your Money But I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,Death Grips,Government Plates,"('meme rap', 'Noided')"
Psycho Killer,Talking Heads,Talking Heads: 77,"('new wave', '80s')"
Nobody,Mitski,Be the Cowboy,"('sad disco', 'indie')"
WAS ICH LIEBE,Rammstein,RAMMSTEIN,"('industrial metal', 'industrial')"
Rosenrot,Rammstein,Rosenrot,"('industrial metal', 'metal')"
Oh! Sweet Nuthin',The Velvet Underground,Loaded,"('classic rock', 'rock')"
Young Men Dead,The Black Angels,Passover,"('Psychedelic Rock', 'rock')"
All I Wanna Do,Splashh,Comfort,"('indie', 'GRRR')"
Station to Station,David Bowie,Station to Station,"('rock', '70s')"
Judith,A Perfect Circle,Mer de noms,"('alternative rock', 'Progressive rock')"
Du hast,Rammstein,Sehnsucht,"('industrial metal', 'metal')"
"Reise, Reise",Rammstein,"Reise, Reise","('industrial metal', 'metal')"
Solway Firth,Slipknot,We Are Not Your Kind,"('Nu Metal', 'best of 2019')"
Not Long for This World,Slipknot,We Are Not Your Kind,()
My Pain,Slipknot,We Are Not Your Kind,()
Orphan,Slipknot,We Are Not Your Kind,"('energy drink for ears', 'emotioncontrol')"
Red Flag,Slipknot,We Are Not Your Kind,()
Critical Darling,Slipknot,We Are Not Your Kind,"('gorg',)"
Liar's Funeral,Slipknot,We Are Not Your Kind,()
Critical Darling,Slipknot,We Are Not Your Kind,"('gorg',)"
Nero Forte,Slipknot,We Are Not Your Kind,"('metalcore', 'metal')"
Orphan,Slipknot,We Are Not Your Kind,"('energy drink for ears', 'emotioncontrol')"
Insert Coin,Slipknot,We Are Not Your Kind,()
My Pain,Slipknot,We Are Not Your Kind,()
Spiders,Slipknot,We Are Not Your Kind,"('alternative metal', 'industrial metal')"
Solway Firth,Slipknot,We Are Not Your Kind,"('Nu Metal', 'best of 2019')"
Not Long for This World,Slipknot,We Are Not Your Kind,()
Nero Forte,Slipknot,We Are Not Your Kind,"('metalcore', 'metal')"
Birth of the Cruel,Slipknot,We Are Not Your Kind,"('heavy metal', 'groove metal')"
Unsainted,Slipknot,We Are Not Your Kind,"('alternative metal', 'metal')"
Insert Coin,Slipknot,We Are Not Your Kind,()
Critical Darling,Slipknot,We Are Not Your Kind,"('gorg',)"
